C,W(B=10°),W(B=20°),W(B=30°),W(B=40°),W(B=50°),W(B=60°),W(B=70°),W(B=80°)
292,0,0,0,0,0,0,2636868.4906845097,4442627.419026452
293,0,0,0,0,0,0,2638252.367098829,4457304.336236212
294,0,0,0,0,0,0,2640046.004787475,4471989.328642156
295,0,0,0,0,0,0,2641289.329060329,4486477.374239535
296,0,0,0,0,0,0,2641420.7396116094,4501111.742563661
297,0,0,0,0,0,0,2640931.284628948,4515881.797607344
298,0,0,0,0,0,0,2639667.017232752,4530549.379570307
299,0,0,0,0,0,0,2638287.7925813687,4544987.287663865
300,0,0,0,0,0,0,2636997.780606542,4559174.553407662
301,0,0,0,0,0,0,2634808.0145493434,4577805.684059592
302,0,0,0,0,0,0,2632190.2226332068,4597446.286940036
303,0,0,0,0,0,0,2629243.3988247956,4617093.214575972
304,0,0,0,0,0,0,2625894.5946128126,4636626.032852882
305,0,0,0,0,0,0,2622342.4378382177,4655449.68676508
306,0,0,0,0,0,0,2619006.8655969086,4674077.861138041
307,0,0,0,0,0,0,2614592.909064837,4692742.697999089
308,0,0,0,0,0,0,2609985.6221472323,4711197.694974359
309,0,0,0,0,0,0,2604760.6145203966,4729401.925459152
310,0,0,0,0,0,0,2599430.744387719,4747413.964287545
311,0,0,0,0,0,0,2594585.5425363495,4765249.021674133
312,0,0,0,0,0,0,2589427.434844158,4782885.707630892
313,0,0,0,0,0,0,2582830.103107008,4800619.6086894525
314,0,0,0,0,0,0,2575572.715039262,4818329.441410019
315,0,0,0,0,0,0,2568166.818975869,4835744.659279824
316,0,0,0,0,0,0,2559576.7232377,4853183.107563354
317,0,0,0,0,0,0,2550518.7825995046,4870261.240753005
318,0,0,0,0,0,0,2541161.9865216394,4887122.603112684
319,0,0,0,0,0,0,2531356.1279694005,4903811.770460385
320,0,0,0,0,0,0,2521492.698096095,4920547.301649786
321,0,0,0,0,0,0,2511500.833491865,4937194.171113562
322,0,0,0,0,0,0,2500970.4888745323,4953758.284925676
323,0,0,0,0,0,0,2490502.4129805025,4970331.425008088
324,0,0,0,0,0,0,2479980.2038159445,4986937.660120284
325,0,0,0,0,0,0,2468927.085131429,5004270.222394594
326,0,0,0,0,0,0,2457495.3022227404,5021163.323274209
327,0,0,0,0,0,0,2446016.1676678723,5038101.190553193
328,0,0,0,0,0,0,2433908.507309637,5055083.148289537
329,0,0,0,0,0,0,2421636.5077927466,5071037.8396131005
330,0,0,0,0,0,0,2409709.7237859904,5086723.282534895
331,0,0,0,0,0,0,2396533.8683258896,5102644.613657256
332,0,0,0,0,0,0,2382528.6200833158,5118579.041400262
333,0,0,0,0,0,0,2367586.480231232,5133870.509973906
334,0,0,0,0,0,0,2352238.601266624,5148954.492716857
335,0,0,0,0,0,0,2335962.063229241,5164054.309914588
336,0,0,0,0,0,0,2319242.185572651,5179139.975881255
337,0,0,0,0,0,0,2302217.925962781,5193616.963638218
338,0,0,0,0,0,0,2284725.7003392545,5207955.238506355
339,0,0,0,0,0,0,2267140.34910153,5222296.065220659
340,0,0,0,0,0,0,2249616.92066648,5236581.80743557
341,0,0,0,0,0,0,2232138.3207117664,5250320.846919349
342,0,0,0,0,0,0,2214439.36122596,5272044.449989775
343,0,0,0,0,0,0,2196817.5001678076,5292692.652124318
344,0,0,0,0,0,0,2179977.5047256183,5313385.706873409
345,0,0,0,0,0,0,2163933.3737830753,5333708.885327863
346,0,0,0,0,0,0,2147768.4543205095,5353017.0394822
347,0,0,0,0,0,0,2131127.504970934,5372317.571097064
348,0,0,0,0,0,0,2112612.941721918,5391328.941890861
349,0,0,0,0,0,0,2093847.8569734094,5410034.055945153
350,0,0,0,0,0,0,2075052.0228296674,5428366.290196025
351,0,0,0,0,0,0,2055907.5740539636,5447061.884494648
352,0,0,0,0,0,0,2036148.576026494,5465788.512356521
353,0,0,0,0,0,0,2016240.322145512,5484090.644701631
354,0,0,0,0,0,0,1996130.6911725528,5501907.963908855
355,0,0,0,0,0,0,1975569.080232502,5519534.463889594
356,0,0,0,0,0,0,1954710.503239064,5536901.665580314
357,0,0,0,0,0,0,1933974.5420158883,5553872.651595127
358,0,0,0,0,0,0,1913453.3836461585,5570270.64304457
359,0,0,0,0,0,0,1892904.336886278,5586677.958795296
360,0,0,0,0,0,0,1872355.7841237807,5603069.652656906
361,0,0,0,0,0,0,1851767.1733089357,5619372.856778045
362,0,0,0,0,0,0,1830863.9096088284,5635379.931610602
363,0,0,0,0,0,0,1809766.368760129,5651400.644453849
364,0,0,0,0,0,0,1788537.679873013,5667434.977912031
365,0,0,0,0,0,0,1767640.8509781267,5683409.07895489
366,0,0,0,0,0,0,1747078.3832093657,5699162.536792361
367,0,0,0,0,0,0,1726350.5798422862,5714776.22636089
368,0,0,0,0,0,0,1705527.3140148,5730423.58095419
369,0,0,0,0,0,0,1684230.0698583343,5745940.730525498
370,0,0,0,0,0,0,1661997.161794256,5761155.076246464
371,0,0,0,0,0,0,1639459.810877164,5776229.523578527
372,0,0,0,0,0,0,1616798.0826026418,5791307.906924084
373,0,0,0,0,0,0,1593823.0969317765,5806330.93354765
374,0,0,0,0,0,0,1570935.6443628098,5820556.8745034905
375,0,0,0,0,0,0,1548042.5465875207,5835002.177146715
376,0,0,0,0,0,0,1525029.7469290283,5849931.946524362
377,0,0,0,0,0,0,1500985.0143839458,5864867.2730151005
378,0,0,0,0,0,0,1476383.2247091196,5879327.426081115
379,0,0,0,0,0,0,1451857.5039002427,5893578.264534661
380,0,0,0,0,0,0,1427204.0951438972,5907103.841268326
381,0,0,0,0,0,0,1402784.3993954111,5920256.829361345
382,0,0,0,0,0,0,1377987.8534538941,5933151.202256328
383,0,0,0,0,0,0,1353127.5269674947,5956442.691290189
384,0,0,0,0,0,0,1328210.4215946347,5977821.774746258
385,0,0,0,0,0,0,1302557.87131781,5998890.971034968
386,0,0,0,0,0,0,1276538.7230988683,6019865.679304041
387,0,0,0,0,0,0,1250184.5766033414,6039701.994666131
388,0,0,0,0,0,0,1223686.4104870902,6058899.844127263
389,0,0,0,0,0,0,1196942.7929549674,6078181.288305442
390,0,0,0,0,0,0,1170042.4252900418,6097365.183876441
391,0,0,0,0,0,0,1142776.2879868255,6116390.053319293
392,0,0,0,0,0,0,1115358.0335436012,6134747.948342634
393,0,0,0,0,0,0,1087635.4397944128,6153131.467019125
394,0,0,0,0,0,0,1059816.8363985699,6171541.626876469
395,0,0,0,0,0,0,1032056.2782736027,6189889.880721466
396,0,0,0,0,0,0,1004418.9439852657,6207402.129522691
397,0,0,0,0,0,0,977149.6960591959,6224883.203951261
398,0,0,0,0,0,0,949864.6690308374,6242408.799717922
399,0,0,0,0,0,0,922372.9892333813,6259955.715413045
400,0,0,0,0,0,0,894618.8819574299,6277130.445176338
