C,eta(B=10°),eta(B=20°),eta(B=30°),eta(B=40°),eta(B=50°),eta(B=60°),eta(B=70°),eta(B=80°)
70,0,0.33477036501278706,0.8542540498998663,0.7793890601367404,0.4582474435684579,0.23271889656616276,0.12942356035783484,0.06112215028954812
71,0,0,0.8586604913059264,0.7845825938224898,0.46948420952454784,0.23699043341400317,0.13090253131041493,0.06156566954663453
72,0,0,0.862909825352545,0.7896857221829503,0.4809833441304122,0.2413266750704297,0.1324110259846333,0.06199423179246418
73,0,0,0.8671165173870573,0.7945888184714011,0.4927439137119256,0.24572947372242565,0.13391966313917816,0.06240782539329769
74,0,0,0.8712284906554505,0.7992540249853154,0.5046808907658064,0.25020069707731724,0.13542893593377966,0.06280644466725102
75,0,0,0.8751930586754161,0.8037799846034289,0.5169715364690993,0.2547422285584776,0.1369617498747987,0.06319008984087833
76,0,0,0.8791294331113725,0.8081221559655924,0.5295649983158115,0.25935596749498885,0.1384985919983734,0.06355876700468821
77,0,0,0.8829503546370022,0.8123563827185469,0.5424238688842401,0.2640438293041982,0.14004801926749108,0.06391248806779846
78,0,0,0.886645619273108,0.8164479119637638,0.5555880180278153,0.2688077456661189,0.1416226389766398,0.06425127071193233
79,0,0,0.8902287283500042,0.8204038853914946,0.5690444275550806,0.27364966468864754,0.14320930529199094,0.06457513834494899
80,0,0,0.8937343415364645,0.8242545059330001,0.5828250990367835,0.27857156905143404,0.1448200886175559,0.06488412005409876
81,0,0,0.8970956655406485,0.8280741711103083,0.5968385492177944,0.2835754061453981,0.146452844980458,0.06517825055918448
82,0,0,0.9003525956825653,0.831740044514387,0.6110851386765479,0.2886619366430125,0.14810844142160928,0.06545757016580603
83,0,0,0.9035140109396307,0.8352838837322495,0.6257432817000228,0.2938316578527677,0.1497878056256137,0.0657221247188594
84,0,0,0.906547730808261,0.8387260172592628,0.6407590191499078,0.29908880309020525,0.15149186151783453,0.06597196555645363
85,0,0,0.9094677965003327,0.8420654606144127,0.6561018164374127,0.30443538378351487,0.15322152942105557,0.06620714946440721
86,0,0,0.9121346506611713,0.8453990808290308,0.6718154738782477,0.3098734276421664,0.154977736890558,0.06642773863147523
87,0,0,0.9145319188676639,0.8486399719203133,0.6875982881141727,0.3154049787319563,0.1567613447058043,0.06663380060545865
88,0,0,0.916584908632541,0.851797530195338,0.7037081743371972,0.3210320975313571,0.15857323661209022,0.06682541450134398
89,0,0,0.9182948873786506,0.854916982316919,0.714988437616982,0.32675686096935347,0.16041430511980348,0.06700272458961325
90,0,0,0.9196450808768828,0.8579886935746278,0.7263843196704343,0.33258136244361025,0.16228543926620076,0.06714909980234798
91,0,0,0.9205870500391572,0.861011267156617,0.736685796953127,0.33850771181717504,0.16418752475261336,0.06727965639979983
